"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
545,"Woodridge Park Commissioner (Vote For 2)","SAM VENOUZIOU","",2467,49.32,28398,4719,26,26,"0","2536"
546,"Woodridge Park Commissioner (Vote For 2)","BRIAN P. COLEMAN","",2535,50.68,28398,4719,26,26,"0","2536"
547,"York Center Park Commissioner (Vote For 2)","THERESANN ""TERRY"" PURKART","",236,26.76,4560,1146,4,4,"0","468"
548,"York Center Park Commissioner (Vote For 2)","ANN E. DEGROOT","",272,30.84,4560,1146,4,4,"0","468"
549,"York Center Park Commissioner (Vote For 2)","ANNETTE FREUND","",374,42.40,4560,1146,4,4,"0","468"
550,"Addison Fire Trustee (Vote For 1)","JOSEPH SAVERINO","",2928,100.00,24183,4020,25,25,"0","640"
551,"Bartlett Fire Trustee (Vote For 2)","JIM MCCARTHY","",1777,53.57,21251,3078,20,20,"0","1977"
552,"Bartlett Fire Trustee (Vote For 2)","ANTONIO PASSARO","",1540,46.43,21251,3078,20,20,"0","1977"
553,"Bensenville Fire District 2 Fire Trustee (Vote For 5)","DOUGLAS M. ELTMAN","",898,14.07,11046,2338,12,12,"5","3054"
554,"Bensenville Fire District 2 Fire Trustee (Vote For 5)","JEROME ""JERRY"" BUDNIK","",886,13.88,11046,2338,12,12,"5","3054"
555,"Bensenville Fire District 2 Fire Trustee (Vote For 5)","NICHOLAS PANICOLA, SR.","",952,14.91,11046,2338,12,12,"5","3054"
556,"Bensenville Fire District 2 Fire Trustee (Vote For 5)","JOHN J. SAMME","",828,12.97,11046,2338,12,12,"5","3054"
557,"Bensenville Fire District 2 Fire Trustee (Vote For 5)","JACK ALDEN","",841,13.18,11046,2338,12,12,"5","3054"
558,"Bensenville Fire District 2 Fire Trustee (Vote For 5)","ROBERT J. MADURA","",751,11.77,11046,2338,12,12,"5","3054"
559,"Bensenville Fire District 2 Fire Trustee (Vote For 5)","JAMES HERR","",674,10.56,11046,2338,12,12,"5","3054"
560,"Bensenville Fire District 2 Fire Trustee (Vote For 5)","Adam Piovano (Write-In)","",254,3.98,11046,2338,12,12,"5","3054"
561,"Bensenville Fire District 2 Fire Trustee (Vote For 5)","Ryan Lee (Write-In)","",299,4.68,11046,2338,12,12,"5","3054"
562,"Bloomingdale Fire District 1 Fire Trustee (Vote For 1)","ROBERT G. GASEOR","",2889,100.00,30190,4760,31,31,"0","815"
563,"City of Carol Stream Fire Trustee (Vote For 2)","JOE PAULING","",1844,29.92,32917,5625,33,33,"35","2483"
564,"City of Carol Stream Fire Trustee (Vote For 2)","RICK FISHER","",2222,36.05,32917,5625,33,33,"35","2483"
565,"City of Carol Stream Fire Trustee (Vote For 2)","BRIAN JORDAN","",1484,24.08,32917,5625,33,33,"35","2483"
566,"City of Carol Stream Fire Trustee (Vote For 2)","ALAN EMODY","",613,9.95,32917,5625,33,33,"35","2483"
567,"Darien-Woodridge Fire Trustee (Vote For 2)","KATHY TRAPP","",2815,97.04,30813,6318,29,29,"0","5048"
568,"Darien-Woodridge Fire Trustee (Vote For 2)","Krystal Roberts (Write-In)","",86,2.96,30813,6318,29,29,"0","5048"
569,"Glenside Fire Trustee (Vote For 1)","ROBERT JOHNSTON","",1480,64.29,18563,3266,17,17,"0","648"
570,"Glenside Fire Trustee (Vote For 1)","JEFFREY GREELEY","",822,35.71,18563,3266,17,17,"0","648"
571,"Itasca Fire Trustee (Vote For 1)","CHRISTOPHER P. KUNZE","",800,100.00,8852,1460,9,9,"0","211"
572,"Lemont Fire Trustee (Vote For 1)","DAN THOLOTOWSKY","",116,59.18,2280,404,2,2,"1","32"
573,"Lemont Fire Trustee (Vote For 1)","JOHN GOUSHAS","",80,40.82,2280,404,2,2,"1","32"
574,"Pleasantview Fire Trustee (Vote For 2)","EDWARD RICHARD SANTEN","",266,52.16,1991,406,2,2,"0","274"
575,"Pleasantview Fire Trustee (Vote For 2)","WILLIAM F. SREJMA","",244,47.84,1991,406,2,2,"0","274"
576,"Fox River Countryside Fire Trustee (Vote For 1)","JIM GAFFNEY","",159,100.00,2438,499,2,2,"0","77"
577,"Fox River Countryside Unexpired 4 Year Fire Trustee (Vote For 1)","THOMAS G. KENNEDY","",152,100.00,2438,499,2,2,"0","84"
578,"Tri State Fire Trustee (Vote For 1)","DANIELLE SCARPELLI","",3245,100.00,29298,5365,28,28,"0","1038"
579,"Warrenville Fire Trustee (Vote For 1)","JEFF CARSTENS","",1302,49.47,23567,6222,23,23,"9","645"
580,"Warrenville Fire Trustee (Vote For 1)","STEVEN R. PYSZKA","",329,12.50,23567,6222,23,23,"9","645"
581,"Warrenville Fire Trustee (Vote For 1)","SHERI POTTER","",1001,38.03,23567,6222,23,23,"9","645"
582,"Warrenville Unexpired 2 Year Fire Trustee (Vote For 1)","MICHAEL J. KARL","",2299,100.00,23567,6222,23,23,"0","987"
583,"Winfield Fire Trustee (Vote For 2)","GEORGE T. KALLAS","",2419,51.71,23237,6554,22,22,"0","3270"
584,"Winfield Fire Trustee (Vote For 2)","RANDALL R. SIMPSON","",2259,48.29,23237,6554,22,22,"0","3270"
585,"Wood Dale Fire Trustee (Vote For 1)","SANDRA MEADE","",1162,100.00,10529,1730,11,11,"0","366"
586,"Wood Dale Unexpired 4 Year Fire Trustee (Vote For 1)","THOMAS FLANAGAN","",1154,100.00,10529,1730,11,11,"0","374"
587,"Aurora Library Trustee (Vote For 2)","RAM TYAGI","",1990,24.47,31446,6118,28,28,"36","3846"
588,"Aurora Library Trustee (Vote For 2)","JOSEPH SANCHEZ","",1734,21.32,31446,6118,28,28,"36","3846"
589,"Aurora Library Trustee (Vote For 2)","KEVIN O'NEILL","",1984,24.40,31446,6118,28,28,"36","3846"
590,"Aurora Library Trustee (Vote For 2)","VINCENT GADDIS","",1436,17.66,31446,6118,28,28,"36","3846"
591,"Aurora Library Trustee (Vote For 2)","PAUL LATOUR","",988,12.15,31446,6118,28,28,"36","3846"
592,"Aurora Unexpired 4 Year Library Trustee (Vote For 1)","NO CANDIDATE/CANDIDATO","",0,0.00,31446,6118,28,28,"0","5314"
593,"Aurora Unexpired 4 Year Library Trustee (Vote For 1)","Scott McCleary (Write-In)","",34,43.04,31446,6118,28,28,"0","5314"
594,"Aurora Unexpired 4 Year Library Trustee (Vote For 1)","Vince Gaddis (Write-In)","",45,56.96,31446,6118,28,28,"0","5314"
595,"Bartlett Library Trustee (Vote For 3)","JOSEPH A.J. OLSEN","",1304,31.45,21330,3121,20,20,"0","2985"
596,"Bartlett Library Trustee (Vote For 3)","JASON E. MALONEY","",1402,33.82,21330,3121,20,20,"0","2985"
597,"Bartlett Library Trustee (Vote For 3)","DAVE BARRY","",1440,34.73,21330,3121,20,20,"0","2985"
598,"Bensenville Library Trustee (Vote For 3)","TINA M. LUX","",1441,34.72,15365,3152,16,16,"0","3167"
599,"Bensenville Library Trustee (Vote For 3)","AMY LABICKAS","",1383,33.33,15365,3152,16,16,"0","3167"
600,"Bensenville Library Trustee (Vote For 3)","VICTORIA MYHRE","",1326,31.95,15365,3152,16,16,"0","3167"
601,"Bensenville Unexpired 4 Year Library Trustee (Vote For 0)","NO CANDIDATE/CANDIDATO","",0,0.00,15365,3152,16,16,"0","0"
602,"Fountaindale Library Trustee (Vote For 2)","KATHRYN J. SPINDEL","",145,51.06,2086,393,2,2,"0","94"
603,"Fountaindale Library Trustee (Vote For 2)","MARCELO VALENCIA","",139,48.94,2086,393,2,2,"0","94"
604,"Fountaindale Unexpired 4 Year Library Trustee (Vote For 1)","JAMES A. DAUNIS, JR.","",151,100.00,2086,393,2,2,"0","38"
605,"Glenside Library Trustee (Vote For 3)","GHALIB HUSAIN","",558,7.96,22229,3827,21,21,"7","3536"
606,"Glenside Library Trustee (Vote For 3)","CONSTANCE BARRERAS","",1859,26.53,22229,3827,21,21,"7","3536"
607,"Glenside Library Trustee (Vote For 3)","APRIL HIERONYMUS","",1556,22.21,22229,3827,21,21,"7","3536"
608,"Glenside Library Trustee (Vote For 3)","MOHAMMAD JAMEEL SAEED","",572,8.16,22229,3827,21,21,"7","3536"
609,"Glenside Library Trustee (Vote For 3)","ISABELLE BALDWIN","",1831,26.13,22229,3827,21,21,"7","3536"
610,"Glenside Library Trustee (Vote For 3)","NAAZISH YARKHAN","",630,8.99,22229,3827,21,21,"7","3536"
611,"Helen Plum Library Trustee (Vote For 4)","JULIE KOWALSKI-SCHMIDT","",5266,19.37,39911,9954,37,37,"12","5706"
612,"Helen Plum Library Trustee (Vote For 4)","BIJAL PATEL","",4015,14.77,39911,9954,37,37,"12","5706"
613,"Helen Plum Library Trustee (Vote For 4)","SUSAN (SUE) WIGGINS","",4754,17.49,39911,9954,37,37,"12","5706"
614,"Helen Plum Library Trustee (Vote For 4)","SAM KUHLMAN","",1596,5.87,39911,9954,37,37,"12","5706"
615,"Helen Plum Library Trustee (Vote For 4)","DANIEL HOLLENBACH","",1755,6.46,39911,9954,37,37,"12","5706"
616,"Helen Plum Library Trustee (Vote For 4)","DUSTIN HIMMERICH","",1536,5.65,39911,9954,37,37,"12","5706"
617,"Helen Plum Library Trustee (Vote For 4)","DANIEL O'CONNELL","",1961,7.21,39911,9954,37,37,"12","5706"
618,"Helen Plum Library Trustee (Vote For 4)","DANA ALHARIBAT","",1517,5.58,39911,9954,37,37,"12","5706"
619,"Helen Plum Library Trustee (Vote For 4)","KELLY ANN SIMMS","",4786,17.60,39911,9954,37,37,"12","5706"
620,"Indian Prairie Library Trustee (Vote For 3)","SAMIA A. WAHAB","",3255,31.91,40894,7876,39,39,"0","7111"
621,"Indian Prairie Library Trustee (Vote For 3)","CHRISTINA RODRIGUEZ","",3896,38.19,40894,7876,39,39,"0","7111"
622,"Indian Prairie Library Trustee (Vote For 3)","THEMIS RAFTIS","",3051,29.91,40894,7876,39,39,"0","7111"
623,"Lemont Library Trustee (Vote For 3)","RENEE MILLER","",43,35.25,3039,425,3,3,"0","106"
624,"Lemont Library Trustee (Vote For 3)","MICHAELINE SKIBINSKI","",39,31.97,3039,425,3,3,"0","106"
625,"Lemont Library Trustee (Vote For 3)","PATRICIA CAMALLIERE","",40,32.79,3039,425,3,3,"0","106"
626,"Lisle Library Trustee (Vote For 3)","ELIZABETH SULLIVAN","",2536,24.74,27110,7071,26,26,"20","6268"
627,"Lisle Library Trustee (Vote For 3)","LAURA PALEY","",2791,27.23,27110,7071,26,26,"20","6268"
628,"Lisle Library Trustee (Vote For 3)","MARJORIE BARTELLI","",2314,22.58,27110,7071,26,26,"20","6268"
629,"Lisle Library Trustee (Vote For 3)","EMILY SWISTAK","",2609,25.45,27110,7071,26,26,"20","6268"
630,"Poplar Creek Library Trustee (Vote For 2)","MARIANNE BAILEY","",965,60.35,17730,2129,19,19,"0","1009"
631,"Poplar Creek Library Trustee (Vote For 2)","PATRICK LIAPES","",634,39.65,17730,2129,19,19,"0","1009"
632,"Roselle Library Trustee (Vote For 3)","CHRISTINA KATARZYNA DABROWSKI","",1309,25.21,16167,2918,16,16,"2","2509"
633,"Roselle Library Trustee (Vote For 3)","BARBARA K. MURRAY","",1387,26.71,16167,2918,16,16,"2","2509"
634,"Roselle Library Trustee (Vote For 3)","RICHARD KARPINSKI","",1138,21.92,16167,2918,16,16,"2","2509"
635,"Roselle Library Trustee (Vote For 3)","ASHLEY COOK","",1358,26.16,16167,2918,16,16,"2","2509"
636,"St. Charles Library Trustee (Vote For 2)","JANE S. SHELTON","",385,40.53,3437,715,3,3,"0","422"
637,"St. Charles Library Trustee (Vote For 2)","ROBERT T. GEPHART","",200,21.05,3437,715,3,3,"0","422"
638,"St. Charles Library Trustee (Vote For 2)","BARBARA DIEPENBROCK","",237,24.95,3437,715,3,3,"0","422"
639,"St. Charles Library Trustee (Vote For 2)","JOSEPH GAY","",128,13.47,3437,715,3,3,"0","422"
640,"Warrenville Library Trustee (Vote For 1)","SANDY LEZON","",2140,100.00,14964,3967,15,15,"0","785"
641,"West Chicago Library Trustee (Vote For 3)","MICHAEL WONDERLY","",1643,24.10,21433,5396,19,19,"3","4417"
642,"West Chicago Library Trustee (Vote For 3)","LAURA FINCH","",2306,33.82,21433,5396,19,19,"3","4417"
643,"West Chicago Library Trustee (Vote For 3)","SUFIYAN MOHAMMED","",980,14.37,21433,5396,19,19,"3","4417"
644,"West Chicago Library Trustee (Vote For 3)","AIMEE CAVATAIO","",1889,27.71,21433,5396,19,19,"3","4417"
645,"Wood Dale Library Trustee (Vote For 2)","MADDALENA SPARACIO","",747,48.35,9404,1505,10,10,"0","849"
646,"Wood Dale Library Trustee (Vote For 2)","KRISTY NORRIS","",798,51.65,9404,1505,10,10,"0","849"
647,"DuPage Regional School Board Trustee (Vote For 2)","DANIEL MEDINA (TOWNSHIP 40N RANGE 11E)","",40437,22.59,600993,141037,576,576,"1479","98377"
648,"DuPage Regional School Board Trustee (Vote For 2)","JEREMY 'JAYE' WANG (TOWNSHIP 38N RANGE 11E)","",34665,19.37,600993,141037,576,576,"1479","98377"
649,"DuPage Regional School Board Trustee (Vote For 2)","CAROL DICOLA (TOWNSHIP 38N RANGE 11E)","",53868,30.09,600993,141037,576,576,"1479","98377"
650,"DuPage Regional School Board Trustee (Vote For 2)","KAREN ZATZ (TOWNSHIP 37N RANGE 9E)","",50029,27.95,600993,141037,576,576,"1479","98377"
651,"DuPage Regional School Board Unexpired 4 Year Trustee (Vote For 1)","CAROLYN R. CARRILLO ( TOWNSHIP 39N RANGE 11E)","",85506,100.00,600993,141037,576,576,"0","54661"
652,"Kane Regional School Board Trustee (Vote For 0)","NO CANDIDATE/CANDIDATO","",0,0.00,33371,5202,31,31,"0","0"
653,"Unit School U46 School Board Member (Vote For 3)","MELISSA OWENS","",2425,35.14,31039,4778,29,29,"0","5349"
654,"Unit School U46 School Board Member (Vote For 3)","DAWN M. MARTIN","",2299,33.32,31039,4778,29,29,"0","5349"
655,"Unit School U46 School Board Member (Vote For 3)","VERONICA NOLAND","",2176,31.54,31039,4778,29,29,"0","5349"
656,"Unit School 200 School Board Member (Vote For 4)","ANGELA L. BLATNER","",7910,17.31,66080,18097,65,65,"14","16535"
657,"Unit School 200 School Board Member (Vote For 4)","KATY EBBESEN","",8024,17.55,66080,18097,65,65,"14","16535"
658,"Unit School 200 School Board Member (Vote For 4)","JOHN K. RUTLEDGE","",7856,17.19,66080,18097,65,65,"14","16535"
659,"Unit School 200 School Board Member (Vote For 4)","ROB HANLON","",7723,16.90,66080,18097,65,65,"14","16535"
660,"Unit School 200 School Board Member (Vote For 4)","BROOKE GENNARO","",4613,10.09,66080,18097,65,65,"14","16535"
661,"Unit School 200 School Board Member (Vote For 4)","AMY ERKENSWICK","",5188,11.35,66080,18097,65,65,"14","16535"
662,"Unit School 200 School Board Member (Vote For 4)","SARA PAVER","",4395,9.62,66080,18097,65,65,"14","16535"
663,"Unit School 201 School Board Member (Vote For 4)","LEAH F. CONOVER","",1643,18.79,11372,4452,11,11,"14","6618"
664,"Unit School 201 School Board Member (Vote For 4)","KEVIN MARREN","",1595,18.25,11372,4452,11,11,"14","6618"
665,"Unit School 201 School Board Member (Vote For 4)","LAUREN ZEKIRI","",1578,18.05,11372,4452,11,11,"14","6618"
666,"Unit School 201 School Board Member (Vote For 4)","ANGELA STEKETEE","",1351,15.45,11372,4452,11,11,"14","6618"
667,"Unit School 201 School Board Member (Vote For 4)","JESSICA RADOGNO","",1429,16.35,11372,4452,11,11,"14","6618"
668,"Unit School 201 School Board Member (Vote For 4)","ALEXANDRIA MIL","",1146,13.11,11372,4452,11,11,"14","6618"
669,"Unit School 202 School Board Member (Vote For 4)","HEATHER NOVOSEL","",1410,23.15,15880,4400,15,15,"0","6230"
670,"Unit School 202 School Board Member (Vote For 4)","PAULA DI DOMENICO","",1531,25.14,15880,4400,15,15,"0","6230"
671,"Unit School 202 School Board Member (Vote For 4)","PAM AHLMANN","",1659,27.24,15880,4400,15,15,"0","6230"
672,"Unit School 202 School Board Member (Vote For 4)","GREGORY T. NAGLER","",1490,24.47,15880,4400,15,15,"0","6230"
673,"Unit School 203 School Board Member (Vote For 4)","HOLLY JOY BLASTIC","",7938,19.08,64867,17244,61,61,"23","23321"
674,"Unit School 203 School Board Member (Vote For 4)","MARC WILLENSKY","",9013,21.66,64867,17244,61,61,"23","23321"
675,"Unit School 203 School Board Member (Vote For 4)","AMANDA MCMILLEN","",8963,21.54,64867,17244,61,61,"23","23321"
676,"Unit School 203 School Board Member (Vote For 4)","JILLIAN LANGER","",7151,17.19,64867,17244,61,61,"23","23321"
677,"Unit School 203 School Board Member (Vote For 4)","CHARLES CUSH","",8542,20.53,64867,17244,61,61,"23","23321"
678,"Unit School 204 School Board Member (Vote For 4)","LAURIE DONAHUE","",6167,23.85,54248,11110,49,49,"17","15301"
679,"Unit School 204 School Board Member (Vote For 4)","ALLISON FOSDICK","",5390,20.85,54248,11110,49,49,"17","15301"
680,"Unit School 204 School Board Member (Vote For 4)","SUSAN TAYLOR-DEMMING","",5774,22.33,54248,11110,49,49,"17","15301"
681,"Unit School 204 School Board Member (Vote For 4)","SUPNA JAIN","",5194,20.09,54248,11110,49,49,"17","15301"
682,"Unit School 204 School Board Member (Vote For 4)","ALLISON ALBERT","",3330,12.88,54248,11110,49,49,"17","15301"
683,"Unit School 205 School Board Member (Vote For 3)","NICOLE SLOWINSKI","",6528,27.73,41269,12007,39,39,"53","6822"
684,"Unit School 205 School Board Member (Vote For 3)","BRIAN BRESNAHAN","",6282,26.69,41269,12007,39,39,"53","6822"
685,"Unit School 205 School Board Member (Vote For 3)","ATHENA ARVANITIS","",5794,24.61,41269,12007,39,39,"53","6822"
686,"Unit School 205 School Board Member (Vote For 3)","JOHN S. BISHOF III","",2168,9.21,41269,12007,39,39,"53","6822"
687,"Unit School 205 School Board Member (Vote For 3)","TOM CHAVEZ","",2769,11.76,41269,12007,39,39,"53","6822"
688,"Unit School 303 School Board Member (Vote For 4)","HEIDI J. FAIRGRIEVE","",197,14.73,3437,715,3,3,"0","587"
689,"Unit School 303 School Board Member (Vote For 4)","AARON WHITE","",107,8.00,3437,715,3,3,"0","587"
690,"Unit School 303 School Board Member (Vote For 4)","JENNA HANCOCK","",218,16.31,3437,715,3,3,"0","587"
691,"Unit School 303 School Board Member (Vote For 4)","ELIAS PALACIOS","",99,7.40,3437,715,3,3,"0","587"
692,"Unit School 303 School Board Member (Vote For 4)","KIMBERLY RICH","",223,16.68,3437,715,3,3,"0","587"
693,"Unit School 303 School Board Member (Vote For 4)","THOMAS LENTZ","",171,12.79,3437,715,3,3,"0","587"
694,"Unit School 303 School Board Member (Vote For 4)","ANTONIETTA BERTON-NICKLAUS","",92,6.88,3437,715,3,3,"0","587"
695,"Unit School 303 School Board Member (Vote For 4)","KATHERINE (KATE) BELL","",230,17.20,3437,715,3,3,"0","587"
696,"Grade School 2 School Board Member (Vote For 3)","BOB LAUDADIO","",1039,22.55,15365,3152,16,16,"5","2472"
697,"Grade School 2 School Board Member (Vote For 3)","MARIA CRISTINA REYES","",1478,32.07,15365,3152,16,16,"5","2472"
698,"Grade School 2 School Board Member (Vote For 3)","MILTON MERCADO, JR.","",1119,24.28,15365,3152,16,16,"5","2472"
699,"Grade School 2 School Board Member (Vote For 3)","SERGIO ANTONIO GONZALEZ","",972,21.09,15365,3152,16,16,"5","2472"
700,"Grade School 4 School Board Member (Vote For 4)","ZACK FRANGIDAKIS","",2082,24.92,22892,3993,24,24,"0","6212"
701,"Grade School 4 School Board Member (Vote For 4)","JEREMIAH LANGE","",2043,24.45,22892,3993,24,24,"0","6212"
702,"Grade School 4 School Board Member (Vote For 4)","TASO TRIANTAFILLOS","",2037,24.38,22892,3993,24,24,"0","6212"
703,"Grade School 4 School Board Member (Vote For 4)","CHRISTEN BOLLIG","",2194,26.26,22892,3993,24,24,"0","6212"
704,"Grade School 7 Unexpired 2 Year School Board Member (Vote For 1)","NO CANDIDATE/CANDIDATO","",0,0.00,8582,1368,9,9,"0","812"
705,"Grade School 7 Unexpired 2 Year School Board Member (Vote For 1)","Jessica A. Snyder (Write-In)","",10,100.00,8582,1368,9,9,"0","812"
706,"Grade School 7 School Board Member (Vote For 4)","DAVID H. WOODS","",564,95.76,8582,1368,9,9,"0","2974"
707,"Grade School 7 School Board Member (Vote For 4)","Aida Miljkovic (Write-In)","",5,0.85,8582,1368,9,9,"0","2974"
708,"Grade School 7 School Board Member (Vote For 4)","Araceli G. Botello (Write-In)","",8,1.36,8582,1368,9,9,"0","2974"
709,"Grade School 7 School Board Member (Vote For 4)","Christine A. Lucero-Bahr (Write-In)","",12,2.04,8582,1368,9,9,"0","2974"
710,"Grade School 10 School Board Member (Vote For 3)","CASEY AMAYUN","",576,31.86,7976,1229,8,8,"0","1321"
711,"Grade School 10 School Board Member (Vote For 3)","JESSICA SHANNON","",644,35.62,7976,1229,8,8,"0","1321"
712,"Grade School 10 School Board Member (Vote For 3)","TINA O'NEILL","",588,32.52,7976,1229,8,8,"0","1321"
713,"Grade School 11 School Board Member (Vote For 4)","JAMES MALLORY","",439,25.90,6630,1077,7,7,"0","1305"
714,"Grade School 11 School Board Member (Vote For 4)","IAN A. NEITZKE","",424,25.01,6630,1077,7,7,"0","1305"
715,"Grade School 11 School Board Member (Vote For 4)","SANTA DEANGELO","",405,23.89,6630,1077,7,7,"0","1305"
716,"Grade School 11 School Board Member (Vote For 4)","MARIALISA KETCHAM","",427,25.19,6630,1077,7,7,"0","1305"
717,"Grade School 12 Unexpired 2 Year School Board Member (Vote For 1)","QUINN FULMER","",867,100.00,8101,1618,8,8,"0","310"
718,"Grade School 12 School Board Member (Vote For 4)","TARA HOEFT-RUNDE","",673,21.96,8101,1618,8,8,"0","1643"
719,"Grade School 12 School Board Member (Vote For 4)","MANIA KARIMI","",612,19.97,8101,1618,8,8,"0","1643"
720,"Grade School 12 School Board Member (Vote For 4)","KIMBERLY DURIS","",767,25.02,8101,1618,8,8,"0","1643"
721,"Grade School 12 School Board Member (Vote For 4)","TOM RICHARDS","",537,17.52,8101,1618,8,8,"0","1643"
722,"Grade School 12 School Board Member (Vote For 4)","IMRAN SHAKIR","",476,15.53,8101,1618,8,8,"0","1643"
723,"Grade School 13 Unexpired 2 Year School Board Member (Vote For 1)","RAFFAELLA SPILOTRO","",1423,100.00,17389,3172,17,17,"0","558"
724,"Grade School 13 School Board Member (Vote For 3)","MONIKA CUELLAR","",851,21.80,17389,3172,17,17,"10","2009"
725,"Grade School 13 School Board Member (Vote For 3)","NICOLE MAJEWSKI","",1277,32.71,17389,3172,17,17,"10","2009"
726,"Grade School 13 School Board Member (Vote For 3)","SAM MENTON","",881,22.57,17389,3172,17,17,"10","2009"
727,"Grade School 13 School Board Member (Vote For 3)","ERIC KOWALIK","",895,22.93,17389,3172,17,17,"10","2009"
728,"Grade School 15 School Board Member (Vote For 4)","ZAHAWA I. SALEH","",859,22.74,18466,2855,18,18,"0","3398"
729,"Grade School 15 School Board Member (Vote For 4)","JESSICA DOMINGUEZ","",1051,27.82,18466,2855,18,18,"0","3398"
730,"Grade School 15 School Board Member (Vote For 4)","JEAN RANDAZZO","",1039,27.50,18466,2855,18,18,"0","3398"
731,"Grade School 15 School Board Member (Vote For 4)","TUNISIA MACKLIN","",829,21.94,18466,2855,18,18,"0","3398"
732,"Grade School 16 School Board Member (Vote For 4)","MERIMA BIACAN","",895,18.65,14636,2645,14,14,"0","3570"
733,"Grade School 16 School Board Member (Vote For 4)","RICHARD MCDONALD, JR.","",979,20.40,14636,2645,14,14,"0","3570"
734,"Grade School 16 School Board Member (Vote For 4)","WILLIAM STAUNTON","",895,18.65,14636,2645,14,14,"0","3570"
735,"Grade School 16 School Board Member (Vote For 4)","PAULA BODZIOCH","",985,20.53,14636,2645,14,14,"0","3570"
736,"Grade School 16 School Board Member (Vote For 4)","MARJORIE FIERRO","",1044,21.76,14636,2645,14,14,"0","3570"
737,"Grade School 20 Unexpired 2 Year School Board Member (Vote For 1)","TERRE T. TAYLOR","",984,100.00,13804,2195,14,14,"0","347"
738,"Grade School 20 School Board Member (Vote For 3)","AMANDA COPPOLA","",800,30.66,13804,2195,14,14,"4","1372"
739,"Grade School 20 School Board Member (Vote For 3)","LYNNE STEINER","",715,27.41,13804,2195,14,14,"4","1372"
740,"Grade School 20 School Board Member (Vote For 3)","ANTONIO CARONE","",456,17.48,13804,2195,14,14,"4","1372"
741,"Grade School 20 School Board Member (Vote For 3)","NATALIE KUCHARSKI","",638,24.45,13804,2195,14,14,"4","1372"
742,"Grade School 25 Unexpired 2 Year School Board Member (Vote For 1)","VINCENT ENGSTROM","",903,100.00,10155,2372,10,10,"0","426"
743,"Grade School 25 School Board Member (Vote For 4)","DENNIS H. PETERSON","",679,20.91,10155,2372,10,10,"0","2068"
744,"Grade School 25 School Board Member (Vote For 4)","ERIC ROGERS","",635,19.55,10155,2372,10,10,"0","2068"
745,"Grade School 25 School Board Member (Vote For 4)","ANDREW DRINNIN","",575,17.70,10155,2372,10,10,"0","2068"
746,"Grade School 25 School Board Member (Vote For 4)","MICHAEL SZAJDA","",574,17.67,10155,2372,10,10,"0","2068"
747,"Grade School 25 School Board Member (Vote For 4)","DONALD 'PAPA DON' SUTENBACH","",785,24.17,10155,2372,10,10,"0","2068"
748,"Grade School 33 School Board Member (Vote For 4)","MOLLY DENTON","",2098,25.35,23653,6134,21,21,"0","7277"
749,"Grade School 33 School Board Member (Vote For 4)","SANDRA GARCIA","",2256,27.26,23653,6134,21,21,"0","7277"
750,"Grade School 33 School Board Member (Vote For 4)","MORGAN BANASIAK","",1893,22.88,23653,6134,21,21,"0","7277"
751,"Grade School 33 School Board Member (Vote For 4)","CHAD M. MCLEAN","",2028,24.51,23653,6134,21,21,"0","7277"
752,"Grade School 34 School Board Member (Vote For 3)","LYNN C. KAMMES","",644,27.96,4192,1368,4,4,"7","1324"
753,"Grade School 34 School Board Member (Vote For 3)","CARRIE LINDEN","",553,24.01,4192,1368,4,4,"7","1324"
754,"Grade School 34 School Board Member (Vote For 3)","ALISA WOLFE","",621,26.96,4192,1368,4,4,"7","1324"
755,"Grade School 34 School Board Member (Vote For 3)","MANUEL A. FIGUEROA-GONZÁLEZ","",485,21.06,4192,1368,4,4,"7","1324"
756,"Grade School 41 School Board Member (Vote For 4)","ROBERT BRUNO","",2588,24.81,25478,5927,24,24,"0","9668"
757,"Grade School 41 School Board Member (Vote For 4)","JASON LOEBACH","",2503,23.99,25478,5927,24,24,"0","9668"
758,"Grade School 41 School Board Member (Vote For 4)","AMY BECKER","",2753,26.39,25478,5927,24,24,"0","9668"
759,"Grade School 41 School Board Member (Vote For 4)","CHRIS MARTELLI","",2588,24.81,25478,5927,24,24,"0","9668"
760,"Grade School 44 School Board Member (Vote For 4)","CARY BENJAMIN WEISGRAM","",3776,24.28,29595,7528,27,27,"0","10954"
761,"Grade School 44 School Board Member (Vote For 4)","SARAH NOVEY","",3985,25.63,29595,7528,27,27,"0","10954"
762,"Grade School 44 School Board Member (Vote For 4)","ANDREA MESSING-MATHIE","",3723,23.94,29595,7528,27,27,"0","10954"
763,"Grade School 44 School Board Member (Vote For 4)","AMY THORPE","",4066,26.15,29595,7528,27,27,"0","10954"
764,"Grade School 45 School Board Member (Vote For 4)","SARAH J. GODZICKI","",3317,19.81,29510,7840,28,28,"8","8375"
765,"Grade School 45 School Board Member (Vote For 4)","KELLI P. MAY","",2696,16.10,29510,7840,28,28,"8","8375"
766,"Grade School 45 School Board Member (Vote For 4)","EMILY SHULTZ","",3578,21.37,29510,7840,28,28,"8","8375"
767,"Grade School 45 School Board Member (Vote For 4)","JUDITH DEGNAN","",3576,21.36,29510,7840,28,28,"8","8375"
